birth,car,city,class,class_10_after,class_10_before,class_14,county,daughter,depression,edu,equity,f_birth,f_edu,f_political,f_work_14,family_income,family_m,family_status,floor_area,gender,happiness,health,health_problem,height_cm,house,hukou,hukou_loc,inc_ability,inc_exp,income,insur_1,insur_2,insur_3,insur_4,invest_0,invest_1,invest_2,invest_3,invest_4,invest_5,invest_6,invest_7,invest_8,invest_other,join_party,learn,leisure_1,leisure_10,leisure_11,leisure_12,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,m_birth,m_edu,m_political,m_work_14,marital,marital_1st,marital_now,media_1,media_2,media_3,media_4,media_5,media_6,minor_child,nationality,neighbor_familiarity,political,property_0,property_1,property_2,property_3,property_4,property_5,property_6,property_7,property_8,property_other,province,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9,relax,religion,religion_freq,s_birth,s_edu,s_hukou,s_income,s_political,s_work_exper,s_work_status,s_work_type,socia_outing,social_friend,social_neighbor,socialize,son,status_3_before,status_peer,survey_type,trust_1,trust_10,trust_11,trust_12,trust_13,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,view,weight_jin,work_exper,work_manage,work_status,work_type,work_yr,age
1981,2,5,5,6,4,3,12,2,4,3,4,1954,4,1,2,20000.0,6,3,100.0,1,4.0,5,5,170,1,1,1.0,2,100000.0,20000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,5,5,3,5,5,5,2,4,1,1954,1,1,2,3,2005.0,2005.0,1,1,1,4,1,1,2.0,1,5,1,0,0,0,0,1,0,0,0,0,0,2,100,80.0,70,100,80.0,90,80,80,80,3,1,1,1985.0,4.0,1.0,0.0,1.0,3.0,0.0,0.0,1,2.0,2.0,3,0,2,2,2,4,3,-8,4,1,4,4,4,4,4,3,3,2,5,120,3,0.0,0.0,0.0,0.0,34
1977,1,88,5,8,5,6,133,1,5,6,2,1954,3,1,2,24000.0,1,3,130.0,1,5.0,4,4,170,2,1,1.0,2,800000.0,24000,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,5,4,1,5,3,1,5,4,3,5,1,1957,3,1,2,3,2001.0,2001.0,5,5,2,2,5,5,1.0,1,5,1,0,0,0,0,1,0,0,0,0,0,31,60,40.0,40,40,40.0,50,80,60,60,4,1,1,1979.0,4.0,1.0,0.0,1.0,1.0,3.0,1.0,6,1.0,1.0,4,0,1,2,2,4,4,-8,-8,1,4,5,3,5,5,4,4,3,4,140,1,3.0,4.0,1.0,15.0,38
1963,2,85,3,4,5,6,128,0,1,4,1,1920,3,1,4,30000.0,3,3,62.5,1,4.0,2,1,168,0,2,1.0,4,-3.0,20000,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,1,5,5,5,5,3,1,5,4,4,1,3,1940,1,1,15,3,1984.0,1984.0,5,3,5,5,1,1,0.0,1,3,1,0,0,0,0,0,0,0,0,1,0,30,80,70.0,60,50,30.0,20,60,50,70,5,1,1,1963.0,4.0,2.0,10000.0,1.0,5.0,0.0,0.0,1,4.0,7.0,3,1,3,2,1,5,3,-8,3,2,3,3,3,3,3,2,3,5,4,157,5,0.0,0.0,0.0,0.0,52
1943,2,87,1,2,1,1,131,1,2,3,2,-2,-8,1,2,7200.0,3,2,50.0,1,2.0,4,1,161,1,1,1.0,2,10000.0,0,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,5,5,2,5,5,5,5,5,5,-2,-8,1,2,4,-2.0,-2.0,1,1,2,5,1,1,0.0,1,3,1,0,1,0,0,0,0,0,0,0,0,31,80,50.0,50,60,40.0,40,0,80,0,4,1,1,1952.0,1.0,1.0,7200.0,1.0,3.0,0.0,0.0,1,2.0,2.0,2,1,3,3,1,4,2,2,3,1,2,3,3,4,-8,2,2,2,2,90,3,0.0,0.0,0.0,0.0,72
1974,2,20,5,6,5,2,42,1,3,4,2,1942,3,1,2,40000.0,4,3,50.0,2,4.0,5,4,153,1,1,2.0,2,20000.0,0,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,3,5,5,5,5,3,5,5,4,4,5,4,1950,1,1,2,3,1998.0,1998.0,1,1,1,3,1,1,2.0,1,5,1,0,0,0,0,0,0,0,0,1,0,9,90,90.0,90,90,90.0,90,90,90,90,3,1,1,1969.0,4.0,1.0,40000.0,1.0,1.0,5.0,1.0,3,1.0,1.0,3,1,2,2,1,5,4,-8,4,3,4,4,4,4,4,4,4,4,4,120,5,0.0,0.0,0.0,0.0,41
1967,2,8,3,3,2,2,23,1,5,3,4,1945,3,1,2,90000.0,3,3,90.0,1,4.0,4,5,170,1,1,3.0,2,100000.0,60000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,5,5,4,5,5,4,3,5,5,1947,3,1,2,3,1993.0,1993.0,1,1,3,4,1,1,1.0,1,4,1,0,1,0,0,0,0,0,0,0,0,5,60,60.0,65,70,70.0,60,50,80,70,3,1,1,1977.0,3.0,1.0,30000.0,1.0,3.0,0.0,0.0,1,3.0,1.0,4,0,1,2,1,4,3,3,-8,1,3,3,3,4,3,3,4,3,4,130,1,2.0,3.0,1.0,19.0,48
1973,2,23,5,5,5,4,45,2,5,4,3,-2,3,1,2,100000.0,4,3,50.0,1,4.0,5,5,168,1,1,2.0,2,12000.0,5000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,4,4,2,4,5,4,4,3,5,-2,1,1,2,3,2002.0,2002.0,2,2,1,4,2,2,2.0,1,4,1,0,0,0,0,0,0,0,0,1,0,9,80,80.0,-2,80,80.0,80,80,-2,80,3,1,1,1980.0,4.0,1.0,30000.0,1.0,1.0,3.0,1.0,1,7.0,3.0,2,0,2,2,1,4,-8,-8,-8,1,4,4,4,4,2,2,5,2,4,144,1,3.0,3.0,1.0,20.0,42
1957,2,26,4,4,2,3,48,1,4,3,3,-2,-8,1,2,70000.0,2,3,120.0,2,4.0,4,4,168,1,2,1.0,3,120000.0,50000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,1,3,1,5,4,5,5,4,1,4,3,3,5,4,-2,1,1,2,3,1979.0,1979.0,5,2,3,5,1,1,0.0,1,4,4,0,1,1,0,0,0,0,0,0,0,10,60,60.0,50,40,50.0,50,60,50,60,4,1,1,1955.0,3.0,2.0,20000.0,1.0,5.0,0.0,0.0,1,3.0,2.0,4,1,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,4,140,5,0.0,0.0,0.0,0.0,58
1958,2,71,5,5,3,2,111,0,5,1,4,-2,1,1,2,120000.0,7,3,240.0,1,4.0,5,5,180,1,5,1.0,2,100000.0,60000,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,2,4,5,5,5,5,5,4,4,4,5,4,-2,1,1,15,3,1985.0,1985.0,1,1,2,4,1,1,0.0,1,2,1,0,1,1,0,0,0,0,0,0,0,24,60,50.0,30,80,80.0,80,80,70,50,3,0,7,1962.0,1.0,5.0,0.0,1.0,6.0,0.0,0.0,1,2.0,2.0,4,2,1,3,1,2,3,3,3,1,2,-8,-8,5,5,4,-8,4,2,150,3,0.0,0.0,0.0,0.0,57
1967,2,2,5,8,3,5,9,1,5,4,4,-2,3,1,3,20000.0,3,2,200.0,2,4.0,4,5,155,1,1,1.0,2,20000.0,10000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,5,5,2,5,5,3,2,4,5,-2,1,1,2,3,1992.0,1992.0,1,3,2,5,1,1,0.0,8,4,1,0,0,1,0,0,0,0,0,0,0,2,80,80.0,80,80,70.0,80,80,80,60,3,1,1,1966.0,6.0,1.0,0.0,1.0,6.0,0.0,0.0,1,3.0,3.0,3,0,2,2,2,4,4,3,2,2,4,4,4,4,3,3,4,4,4,98,4,0.0,0.0,0.0,0.0,48
1952,2,46,4,5,5,2,77,2,4,1,4,1923,1,1,1,130000.0,2,2,130.0,2,4.0,3,3,160,1,1,1.0,2,150000.0,10000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,3,2,3,4,5,4,5,4,4,3,3,5,3,1923,1,1,1,3,1973.0,1973.0,1,1,2,3,1,1,0.0,1,4,1,0,0,1,0,0,0,0,0,0,0,16,70,40.0,30,40,50.0,50,30,60,60,3,0,3,1951.0,3.0,1.0,10000.0,1.0,3.0,0.0,0.0,1,3.0,2.0,3,2,1,2,2,5,3,3,3,1,4,4,3,5,4,4,4,4,4,100,3,0.0,0.0,0.0,0.0,63
1956,2,89,4,4,4,2,134,1,4,3,3,-2,1,1,2,-3.0,2,1,85.0,1,4.0,4,5,170,1,1,2.0,3,30000.0,-3,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,1,1,2,3,-2.0,-2.0,1,1,1,2,1,1,0.0,1,2,1,0,0,0,1,0,0,0,0,0,0,31,-2,-2.0,-2,-2,50.0,-2,60,-2,-2,4,1,1,1960.0,1.0,1.0,-3.0,1.0,4.0,0.0,0.0,1,3.0,2.0,1,1,2,3,1,5,-8,-8,-8,1,5,5,5,5,5,2,-8,5,3,120,4,0.0,0.0,0.0,0.0,59
1955,2,6,10,10,6,1,13,0,5,1,4,1915,1,1,2,60000.0,3,3,200.0,2,5.0,4,5,155,1,1,1.0,1,100000.0,10000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,2,5,5,2,5,5,4,4,5,5,1925,1,1,2,3,1978.0,1978.0,1,1,1,5,1,1,0.0,1,5,1,0,0,0,1,0,0,0,0,0,0,3,100,100.0,100,80,100.0,90,100,70,100,4,1,1,1953.0,4.0,1.0,10000.0,1.0,3.0,0.0,0.0,1,1.0,1.0,5,2,1,2,2,4,3,2,2,1,4,5,4,4,3,3,3,4,4,100,3,0.0,0.0,0.0,0.0,60
1995,1,42,5,6,5,5,73,0,4,10,2,1970,4,1,4,100000.0,1,4,100.0,1,2.0,4,4,175,1,1,1.0,2,500000.0,0,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,3,3,5,5,1,3,3,2,4,4,3,1,1,1970,4,1,15,1,0.0,0.0,1,2,2,3,5,1,0.0,1,2,2,0,0,0,0,1,0,0,0,0,0,15,60,60.0,50,60,60.0,60,60,60,60,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,2.0,4,0,1,2,1,5,3,3,3,3,4,4,4,5,4,4,3,3,3,127,5,0.0,0.0,0.0,0.0,20
1962,2,22,3,4,2,1,44,3,3,1,4,1931,2,4,1,30000.0,2,2,100.0,2,4.0,5,1,168,1,1,1.0,2,100000.0,-1,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,5,5,2,5,4,4,4,5,5,1940,1,1,2,3,1986.0,1986.0,1,1,3,3,1,1,0.0,1,5,1,0,0,1,0,0,0,0,0,0,0,9,80,80.0,90,90,90.0,-2,80,90,80,4,1,1,1962.0,4.0,1.0,30000.0,1.0,2.0,0.0,0.0,1,3.0,2.0,5,0,1,2,2,5,2,-8,2,1,5,5,5,5,5,5,-8,2,3,140,4,0.0,0.0,0.0,0.0,53
1971,2,43,6,6,5,4,74,0,4,3,3,-2,1,1,5,15000.0,3,3,200.0,1,4.0,4,4,165,1,1,1.0,3,50000.0,36000,2,1,2,2,0,1,0,0,0,0,0,0,0,0,0,3,1,5,1,5,5,3,4,4,4,4,4,3,-2,1,1,2,3,1998.0,1998.0,2,2,2,4,1,2,1.0,1,5,1,0,1,0,0,0,0,0,0,0,0,15,70,75.0,70,75,70.0,80,80,75,70,4,1,1,1971.0,3.0,1.0,15000.0,1.0,1.0,5.0,2.0,1,4.0,1.0,4,1,2,2,2,5,4,3,3,2,5,5,5,5,4,4,4,4,4,130,1,3.0,5.0,1.0,23.0,44
1973,2,47,4,4,3,3,79,0,3,3,3,1954,3,1,2,10000.0,3,2,110.0,2,3.0,3,4,155,1,1,1.0,3,100000.0,10000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,5,5,4,5,5,4,2,5,5,1953,3,1,2,3,1994.0,1994.0,1,1,1,5,1,1,1.0,1,5,1,0,1,1,0,0,0,0,0,0,0,16,70,65.0,75,70,60.0,70,70,70,75,4,1,1,1973.0,3.0,1.0,0.0,1.0,3.0,0.0,0.0,1,1.0,1.0,5,1,3,2,2,4,3,3,3,2,4,4,2,4,3,3,3,4,3,105,3,0.0,0.0,0.0,0.0,42
1939,2,88,5,5,4,6,133,1,4,3,2,-2,2,1,1,30000.0,4,3,50.0,2,5.0,4,4,160,1,1,1.0,-8,-2.0,660,1,2,2,2,0,1,0,0,0,0,0,0,0,0,1,1,1,5,4,5,5,3,5,5,4,5,5,5,-2,-8,1,16,7,1957.0,0.0,1,1,1,5,1,1,0.0,1,1,4,0,0,0,1,0,0,0,0,0,0,31,100,100.0,100,100,100.0,100,100,100,100,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,2.0,1,4,2,2,2,5,4,4,3,1,3,2,2,5,4,2,4,4,3,105,4,0.0,0.0,0.0,0.0,76
1965,2,65,3,3,2,2,104,1,4,3,2,-2,3,1,1,15000.0,2,2,50.0,1,3.0,4,5,160,1,1,1.0,2,100000.0,10000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,3,5,5,5,5,3,5,5,5,5,3,5,1940,3,1,15,3,1991.0,1991.0,1,1,1,2,1,1,1.0,1,3,1,0,0,1,0,0,0,0,0,0,0,22,80,80.0,80,80,80.0,80,80,80,80,2,1,1,1968.0,3.0,1.0,4000.0,1.0,1.0,3.0,1.0,1,3.0,2.0,1,1,1,3,1,4,4,-8,-8,4,4,-8,-8,4,4,4,4,4,4,120,1,3.0,3.0,1.0,11.0,50
1978,2,82,1,2,1,1,124,0,2,4,2,1956,6,1,2,85000.0,3,2,30.0,1,3.0,3,2,172,1,1,1.0,3,250000.0,80000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,1,2,3,5,5,2,5,4,4,5,4,4,5,2,1955,4,1,2,3,2000.0,2000.0,2,2,3,3,3,1,1.0,1,4,4,0,1,0,0,0,0,0,0,0,0,29,60,50.0,50,50,50.0,50,60,60,50,4,1,1,1981.0,4.0,1.0,5000.0,1.0,3.0,0.0,0.0,1,2.0,2.0,4,1,2,3,2,2,2,-8,3,1,3,3,3,2,2,2,2,2,3,158,3,0.0,0.0,0.0,0.0,37
1961,1,32,5,8,5,2,57,0,5,4,3,1926,2,-8,1,100000.0,3,3,100.0,2,4.0,3,3,158,1,5,3.0,-8,120000.0,60000,2,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,2,5,5,1,4,4,2,5,3,2,1,1,1933,1,1,1,3,1986.0,1986.0,3,2,1,5,5,4,0.0,1,3,1,0,0,0,0,0,0,0,0,1,0,12,70,70.0,60,70,70.0,70,60,80,80,5,1,1,1961.0,10.0,5.0,40000.0,1.0,1.0,2.0,1.0,4,2.0,7.0,4,1,1,2,1,3,3,-8,2,1,3,-8,-8,4,5,3,5,4,4,125,5,0.0,0.0,0.0,0.0,54
1962,1,32,5,5,3,3,58,0,4,6,3,1928,4,4,1,250000.0,3,4,80.0,2,4.0,4,3,160,-3,2,1.0,-8,10000000.0,-1,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,3,1,4,3,1,4,1,1,3,3,3,1,2,1935,1,1,12,3,1990.0,1990.0,4,3,3,4,4,1,0.0,1,4,1,0,0,1,0,0,0,0,0,0,0,12,90,85.0,80,80,80.0,90,85,80,85,4,0,1,1965.0,4.0,4.0,250000.0,4.0,1.0,3.0,1.0,2,2.0,1.0,5,1,1,1,1,3,3,-8,4,1,3,3,3,4,4,3,3,3,2,95,6,0.0,0.0,0.0,0.0,53
1949,2,40,1,-8,10,10,71,1,4,4,2,1930,3,1,-8,30000.0,4,2,55.0,1,4.0,3,3,165,0,2,1.0,3,200000.0,24000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,5,5,5,5,5,5,4,5,5,1932,3,1,16,3,1980.0,1980.0,1,1,1,4,1,1,1.0,1,3,1,0,0,0,0,0,0,0,0,1,0,15,90,90.0,80,90,90.0,90,90,90,90,1,1,1,1952.0,4.0,2.0,20000.0,1.0,5.0,0.0,0.0,1,5.0,3.0,2,0,2,2,1,3,3,3,3,3,3,3,3,4,4,4,3,3,4,125,5,0.0,0.0,0.0,0.0,66
1985,1,76,4,6,1,1,116,1,4,10,4,1954,9,4,3,200000.0,3,3,90.0,2,4.0,4,4,168,1,2,3.0,3,400000.0,90000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,1,2,1,5,4,1,4,3,4,5,3,3,3,5,1965,6,4,3,3,2011.0,2011.0,2,2,1,5,5,5,1.0,1,4,4,0,0,0,0,1,0,0,0,0,0,26,89,90.0,78,90,78.0,67,65,76,87,2,1,1,1975.0,12.0,2.0,90000.0,1.0,1.0,3.0,1.0,1,4.0,3.0,2,0,1,2,1,2,3,3,4,2,2,2,2,3,3,3,3,3,4,170,1,3.0,3.0,1.0,6.0,30
1971,2,65,4,6,4,3,104,0,4,10,2,1931,1,1,2,35000.0,2,2,65.0,2,3.0,4,4,160,1,2,2.0,3,100000.0,20000,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,3,1,4,4,1,4,3,3,4,4,3,1,3,1932,1,1,2,3,1996.0,1996.0,3,3,2,5,4,3,0.0,1,4,1,0,1,0,0,0,0,0,0,0,0,22,60,60.0,70,50,50.0,50,60,60,40,4,1,1,1971.0,6.0,2.0,20000.0,1.0,1.0,3.0,1.0,2,3.0,6.0,2,1,2,3,1,3,4,-8,4,1,3,3,3,5,4,3,4,3,4,110,1,3.0,3.0,1.0,20.0,44
1945,2,77,1,1,1,1,117,0,2,3,3,-2,-8,1,1,20400.0,1,2,64.0,2,4.0,2,2,155,1,2,2.0,3,1000000.0,20400,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,5,5,5,5,5,5,5,5,1,-2,1,1,15,7,1968.0,0.0,1,1,1,5,1,1,0.0,3,5,1,0,1,0,0,0,0,0,0,0,0,27,80,80.0,80,80,80.0,80,80,80,80,5,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,2.0,1,2,2,3,1,1,1,-8,-8,1,1,1,1,2,2,1,1,1,2,140,5,0.0,0.0,0.0,0.0,70
1947,2,1,5,-8,-8,-8,3,1,5,8,4,-2,-8,-8,16,26400.0,2,2,37.9,2,4.0,3,5,151,1,2,1.0,3,5000.0,26400,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,4,4,5,4,4,1,4,3,3,4,4,-3,1,1,15,3,1970.0,1970.0,4,4,4,4,1,1,0.0,1,4,1,0,0,0,1,0,0,0,0,0,0,1,80,80.0,80,75,75.0,85,80,75,75,2,1,1,1941.0,4.0,2.0,30000.0,1.0,5.0,0.0,0.0,1,3.0,3.0,3,1,1,2,1,4,3,2,3,1,3,3,3,4,4,2,4,3,4,130,5,0.0,0.0,0.0,0.0,68
1957,2,8,2,2,1,1,24,0,5,4,2,-2,1,1,2,20000.0,2,2,60.0,1,3.0,4,5,175,1,1,1.0,3,60000.0,20000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,5,5,5,5,5,4,3,5,5,1937,3,1,2,3,1981.0,1981.0,1,1,1,4,1,1,0.0,1,5,1,0,1,0,0,0,0,0,0,0,0,5,60,60.0,70,40,50.0,50,70,80,70,3,1,1,1958.0,1.0,1.0,0.0,1.0,6.0,0.0,0.0,1,1.0,1.0,4,2,2,3,1,4,2,-8,-8,1,4,4,4,4,-8,2,4,2,3,140,1,3.0,5.0,2.0,40.0,58
1985,1,27,4,6,2,2,49,0,4,7,2,1963,6,1,1,100000.0,3,3,97.0,1,4.0,5,5,180,1,2,1.0,2,100000.0,70000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,4,5,5,1,4,4,4,5,4,2,4,5,1965,3,4,1,3,2009.0,2009.0,2,2,5,2,5,1,1.0,1,3,1,0,1,1,0,0,0,0,0,0,0,10,70,60.0,60,50,60.0,50,50,70,70,3,1,3,1986.0,7.0,2.0,30000.0,1.0,1.0,3.0,1.0,4,4.0,7.0,3,1,1,2,1,4,4,4,4,2,4,-8,-8,5,4,4,4,4,4,168,1,3.0,3.0,1.0,11.0,30
1956,2,8,5,6,3,3,23,0,4,6,2,1921,3,1,4,48000.0,3,3,63.0,1,4.0,4,4,174,1,2,2.0,2,50000.0,18000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,3,2,5,5,2,5,4,2,5,3,2,3,5,1925,1,1,15,3,1982.0,1982.0,4,4,2,5,4,3,0.0,1,4,1,0,1,0,0,0,0,0,0,0,0,5,70,60.0,40,50,30.0,40,60,60,60,4,1,1,1956.0,6.0,2.0,18000.0,1.0,5.0,0.0,0.0,1,3.0,7.0,4,1,2,2,1,4,3,-8,3,2,4,-8,-8,4,4,3,4,3,4,150,1,3.0,3.0,1.0,39.0,59
1935,2,33,3,3,2,2,62,1,2,1,2,-2,1,1,2,-1.0,2,2,40.0,2,2.0,2,2,150,1,1,1.0,-8,-2.0,0,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,2,5,5,5,5,5,5,5,4,4,5,5,-2,1,1,2,3,-2.0,-2.0,1,1,1,3,1,1,0.0,1,4,1,0,1,0,0,0,0,0,0,0,0,12,-2,75.0,60,80,-2.0,80,-2,-2,-2,4,1,1,1930.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,1,2.0,2.0,2,2,2,3,1,4,-8,-8,-8,1,4,4,4,5,-8,4,-8,-8,3,60,4,0.0,0.0,0.0,0.0,80
1948,2,66,9,9,9,9,106,2,4,3,4,1923,-8,1,-8,30000.0,2,2,130.0,2,4.0,4,3,163,1,1,2.0,2,2000.0,200,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,1,2,5,5,5,5,5,5,5,5,3,5,5,1924,1,1,2,3,1963.0,1963.0,1,1,1,4,1,1,0.0,1,4,1,0,1,0,0,0,0,0,0,0,0,22,80,60.0,80,80,80.0,80,80,80,90,4,1,1,1941.0,3.0,2.0,2000.0,1.0,3.0,0.0,0.0,1,5.0,5.0,4,2,1,3,2,4,-8,-8,-8,2,3,3,3,4,3,3,3,3,4,93,1,4.0,-8.0,1.0,-1.0,67
1962,2,17,5,5,4,4,33,0,4,3,4,-2,1,1,2,3000.0,2,3,170.0,2,4.0,4,4,155,1,1,1.0,2,-2.0,0,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,5,5,5,5,5,4,5,5,5,-2,1,1,2,3,1981.0,1981.0,1,1,1,4,1,1,0.0,1,4,1,0,1,1,0,0,0,0,0,0,0,6,90,90.0,90,90,90.0,90,90,90,90,4,1,1,1953.0,3.0,1.0,3000.0,1.0,4.0,0.0,0.0,1,6.0,2.0,2,2,2,3,2,5,-8,-8,-8,2,5,5,5,5,-8,-8,-8,4,4,80,6,0.0,0.0,0.0,0.0,53
1955,2,32,5,5,5,5,55,1,5,6,4,1916,-8,1,1,100000.0,3,2,59.0,1,4.0,3,3,174,1,5,1.0,2,-2.0,40000,1,1,2,2,0,0,0,1,0,0,0,0,0,0,1,3,1,4,5,1,5,4,1,4,4,4,1,2,1935,1,1,15,3,1985.0,1985.0,5,2,1,5,5,3,0.0,1,2,4,0,1,0,0,0,0,0,0,0,0,12,70,80.0,-2,70,70.0,70,70,80,60,5,1,1,1959.0,6.0,5.0,18000.0,1.0,5.0,0.0,0.0,2,5.0,7.0,2,0,2,1,1,4,4,-8,-8,2,3,-8,-8,4,4,3,3,-8,3,174,5,0.0,0.0,0.0,0.0,60
1956,2,36,4,6,4,3,67,1,2,3,4,1931,2,1,2,10000.0,2,2,70.0,1,4.0,2,2,155,1,1,1.0,3,20000.0,10000,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,5,5,5,4,5,4,4,5,5,1931,2,1,2,3,1983.0,1983.0,2,2,2,4,1,1,0.0,1,4,1,0,1,0,0,0,0,0,0,0,0,13,60,80.0,70,80,70.0,80,70,80,80,3,1,1,1957.0,3.0,1.0,0.0,1.0,4.0,0.0,0.0,1,5.0,7.0,2,1,3,2,2,4,3,3,3,1,4,4,4,4,4,4,3,4,4,140,3,0.0,0.0,0.0,0.0,59
1987,2,27,3,6,2,2,49,1,4,10,4,1955,1,1,2,30000.0,3,3,60.0,1,4.0,5,4,180,1,1,2.0,3,60000.0,60000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,1,5,5,1,4,4,3,5,4,3,1,5,1958,1,1,2,3,2010.0,2010.0,2,2,2,5,5,1,1.0,1,2,1,0,1,0,0,0,0,0,0,0,0,10,60,50.0,50,60,50.0,50,70,50,80,3,1,1,1988.0,10.0,1.0,30000.0,1.0,1.0,3.0,1.0,4,5.0,3.0,3,0,2,2,1,3,3,-8,3,1,3,3,3,5,4,4,4,3,4,160,1,3.0,3.0,1.0,9.0,28
1967,2,81,5,6,4,2,123,1,4,1,3,1938,1,1,2,20000.0,3,2,140.0,1,4.0,4,4,155,1,1,1.0,2,40000.0,20000,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,5,5,5,5,5,2,3,5,5,1938,1,1,2,7,1996.0,0.0,1,1,1,5,1,1,1.0,1,4,1,0,1,0,0,0,0,0,0,0,0,28,70,70.0,70,70,70.0,70,70,70,70,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,4.0,2,1,1,3,2,4,3,-8,5,1,3,4,3,3,-8,1,3,3,4,105,3,0.0,0.0,0.0,0.0,48
1950,2,80,4,5,3,1,120,0,3,3,4,-2,1,1,16,50000.0,4,3,90.0,2,5.0,2,2,164,1,2,1.0,2,20000.0,21600,1,1,2,2,0,1,0,0,0,0,0,0,0,0,1,4,2,5,5,5,4,4,2,5,4,4,3,2,1915,1,1,5,6,1971.0,0.0,3,1,1,5,1,1,0.0,1,2,4,0,1,0,0,0,0,0,0,0,0,27,60,80.0,80,80,90.0,80,90,70,70,2,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7.0,7.0,3,2,1,2,1,2,5,5,3,2,2,3,3,4,4,2,3,2,3,146,5,0.0,0.0,0.0,0.0,65
1943,1,57,6,6,6,5,92,1,3,3,4,-2,-8,1,2,-3.0,2,3,120.0,1,5.0,4,4,170,-3,2,1.0,2,-2.0,12000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,1,5,5,3,5,3,2,5,3,5,5,2,-2,3,1,2,3,-2.0,-2.0,2,4,2,5,4,5,0.0,1,3,1,0,1,0,0,0,0,0,0,0,0,19,70,60.0,80,-2,-2.0,70,70,50,70,4,1,1,1948.0,3.0,4.0,10000.0,1.0,4.0,0.0,0.0,4,5.0,7.0,3,0,2,2,1,4,3,-8,3,2,-8,-8,-8,5,4,3,5,3,-8,140,4,0.0,0.0,0.0,0.0,72
1968,2,80,2,2,1,1,120,1,5,3,4,1926,3,4,2,50000.0,3,3,67.0,1,5.0,5,5,182,1,2,1.0,4,60000.0,25000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,2,5,5,5,5,5,5,5,5,5,5,5,1930,3,1,2,3,1990.0,1990.0,1,1,4,5,1,1,1.0,1,4,1,0,1,0,0,0,0,0,0,0,0,27,100,80.0,100,70,80.0,100,100,70,40,3,1,1,1967.0,3.0,1.0,25000.0,1.0,1.0,6.0,1.0,1,3.0,2.0,1,1,2,2,2,5,2,1,1,1,4,4,4,5,5,1,1,1,4,180,1,4.0,2.0,1.0,10.0,47
